AHECC,Label,Destination,Qty,Unit,Value 000
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Fiji,199344,Litres,936.739
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Finland,550315,Litres,2083.897
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",France,66052,Litres,328.269
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",French Polynesia,3825,Litres,24.56
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Germany,405787,Litres,1661.326
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Ghana,3739,Litres,23.188
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Greece,932,Litres,12.559
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Guam,35037,Litres,133.986
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Hong Kong (SAR of China),1226009,Litres,8219.031
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Iceland,8001,Litres,43.415
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",India,249921,Litres,882.082
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Indonesia,56446,Litres,516.568
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Ireland,1453775,Litres,5167.965
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Israel,6588,Litres,22.79
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Italy,33143,Litres,118.823
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Jamaica,28395,Litres,100.182
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Japan,2404832,Litres,11003.424
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Kenya,36613,Litres,178.962
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Kiribati,959,Litres,7.716
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L","Korea, Republic of",159025,Litres,919.863
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Laos,261,Litres,2.095
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Latvia,489804,Litres,1660.481
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Lithuania,8568,Litres,33.32
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Macau (SAR of China),3159,Litres,22.208
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Malaysia,442526,Litres,2614.708
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Maldives,8855,Litres,81.212
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Mali,36,Litres,0.378
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Malta,8532,Litres,43.054
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Marianas Northern,3629,Litres,7.851
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Marshall Islands,2471,Litres,9.275
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Mauritius,13199,Litres,65.595
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Mexico,47291,Litres,180.939
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Micronesia Fed States of,729,Litres,3.531
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Mongolia,2475,Litres,14.925
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Morocco,378,Litres,5.875
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L","Myanmar, Republic of",3600,Litres,34.486
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Nauru,4067,Litres,10.411
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Nepal,8820,Litres,40.68
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Netherlands,3312997,Litres,10212.903
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Netherlands Antilles,21200,Litres,67.525
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",New Caledonia,45447,Litres,295.739
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",New Zealand,2309261,Litres,7790.112
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Nigeria,10584,Litres,46.939
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Norfolk Island,28905,Litres,162.816
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Norway,237506,Litres,1009.271
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Oman,5949,Litres,27.909
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Palau,90,Litres,0.7
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Panama,5292,Litres,15.148
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Papua New Guinea,118281,Litres,676.91
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Paraguay,630,Litres,2.59
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Peru,81,Litres,1.529
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Philippines,313925,Litres,1396.718
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Poland,201717,Litres,676.917
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Portugal,945,Litres,2.319
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Puerto Rico,25371,Litres,78.964
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Qatar,42336,Litres,224.688
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Russian Federation,51813,Litres,308.006
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Samoa,13458,Litres,43.894
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Saudi Arabia,45,Litres,0.682
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Serbia,405,Litres,3.43
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Seychelles,117,Litres,0.676
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Ship & Aircraft Stores,157471,Litres,1044.039
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Singapore,1685771,Litres,9232.389
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Slovak Republic,5292,Litres,13.509
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Solomon Islands,28992,Litres,138.765
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",South Africa,50906,Litres,2068.923
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Spain,33359,Litres,179.078
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Sri Lanka,60285,Litres,278.972
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",St Christopher and Nevis,1958,Litres,7.126
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",St. Helena,1341,Litres,13.786
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",St. Lucia,8775,Litres,25.688
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Sweden,1276553,Litres,4882.108
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Switzerland,17410,Litres,116.015
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Syria,225,Litres,0.826
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Taiwan,207620,Litres,1153.249
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Thailand,673195,Litres,2650.291
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Timor-Leste,52892,Litres,53.201
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Tonga,2263,Litres,16.53
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Trinidad and Tobago,27999,Litres,91.192
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Turkey,13262,Litres,91.236
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Tuvalu,225,Litres,0.8
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Uganda,8482,Litres,29.837
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Ukraine,35835,Litres,185.323
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",United Arab Emirates,1156532,Litres,5794.213
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",United Kingdom,19766010,Litres,57490.046
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",United States of America,44157970,Litres,133363.921
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",United States Virgin Is,19512,Litres,56.892
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Uruguay,5292,Litres,27.79
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Vanuatu,46768,Litres,209.696
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L",Viet Nam,113671,Litres,604.892
22042151,"White table wines from fresh grapes (excl. sparkling wines and fortified wines), in containers not exceeding 2 L","Virgin Islands, British",4302,Litres,16.16
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Antarctica,812,Litres,13.951
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Austria,176341,Litres,673.631
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Bahamas,26685,Litres,84.157
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Bahrain,13734,Litres,50.65
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Bangladesh,17686,Litres,106.08
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Barbados,183146,Litres,135.632
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Belgium,597791,Litres,3423.147
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Bermuda,52175,Litres,209.676
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Bhutan,3600,Litres,18.3
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Brazil,168228,Litres,946.424
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Brunei Darussalam,113,Litres,1.773
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Burkina Faso,25,Litres,5.554
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Cambodia,91781,Litres,539.053
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Canada,19706429,Litres,109411.854
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Cayman Islands,32724,Litres,103.72
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Chile,4662,Litres,15.346
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",China (excluding SARs and Taiwan),34506366,Litres,170179.691
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Christmas Island,10921,Litres,104.321
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Cocos (Keeling) Island,3826,Litres,26.127
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Colombia,15304,Litres,27.94
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Cook Islands,24584,Litres,109.464
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Costa Rica,37746,Litres,114.497
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Cyprus,4110,Litres,22.357
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Czech Republic,8289,Litres,26.937
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Denmark,2009786,Litres,10585.091
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Dominica,5760,Litres,45.525
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Dominican Republic,33750,Litres,104.683
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",El Salvador,4590,Litres,14.629
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Estonia,66803,Litres,328.201
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Fiji,430234,Litres,1380.746
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Finland,1150244,Litres,6276.519
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",France,144803,Litres,1330.809
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",French Polynesia,2498,Litres,17.352
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Germany,3903556,Litres,17242.144
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Ghana,2680,Litres,21.47
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Greece,986,Litres,14.189
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Guam,16332,Litres,100.927
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Hong Kong (SAR of China),9240478,Litres,88005.83
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Iceland,36750,Litres,264.906
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",India,442490,Litres,1752.105
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Indonesia,142672,Litres,1464.557
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Ireland,1593680,Litres,6569.629
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Israel,40404,Litres,323.318
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Italy,146648,Litres,594.868
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Jamaica,57690,Litres,189.139
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Japan,3736142,Litres,18895.608
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Kenya,45546,Litres,220.821
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Kiribati,1341,Litres,10.168
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L","Korea, Republic of",724789,Litres,5602.736
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Laos,153,Litres,1.83
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Latvia,632670,Litres,2554.398
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Lithuania,14364,Litres,60.76
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Macau (SAR of China),30707,Litres,603.962
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Malaysia,2391343,Litres,33868.757
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Maldives,8864,Litres,78.913
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Mali,86,Litres,6.728
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Malta,14153,Litres,81.432
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Marianas Northern,6678,Litres,22.743
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Marshall Islands,9576,Litres,34.897
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Mauritius,7470,Litres,43.616
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Mexico,151489,Litres,572.75
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Micronesia Fed States of,2021,Litres,16.079
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Mongolia,6075,Litres,40.74
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Morocco,135,Litres,2.625
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L","Myanmar, Republic of",6591,Litres,126.65
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Nauru,1632,Litres,7.169
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Nepal,18864,Litres,90.821
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Netherlands,5171533,Litres,19422.114
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Netherlands Antilles,27837,Litres,90.293
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",New Caledonia,22748,Litres,132.72
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",New Zealand,9268224,Litres,40917.157
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Nigeria,42695,Litres,330.127
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Norfolk Island,17678,Litres,100.064
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Norway,930754,Litres,4484.274
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Oman,10175,Litres,49.197
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Palau,176,Litres,1.365
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Panama,17982,Litres,55.827
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Papua New Guinea,300657,Litres,2650.296
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Paraguay,8006,Litres,37.874
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Peru,9774,Litres,45.295
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Philippines,820149,Litres,3832.158
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Poland,382258,Litres,1350.466
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Puerto Rico,61916,Litres,194.226
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Qatar,65831,Litres,420.801
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Russian Federation,93998,Litres,781.212
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Samoa,16178,Litres,51.085
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Saudi Arabia,90,Litres,2.02
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Serbia,1755,Litres,11.445
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Seychelles,720,Litres,4.226
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Ship & Aircraft Stores,144238,Litres,1297.119
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Sierra Leone,3020,Litres,8.467
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Singapore,3815379,Litres,36808.376
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Slovak Republic,5292,Litres,13.509
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Solomon Islands,72181,Litres,279.485
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",South Africa,72269,Litres,2943.844
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Spain,60311,Litres,437.446
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Sri Lanka,101099,Litres,499.652
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",St Christopher and Nevis,4590,Litres,16.711
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",St. Helena,2633,Litres,33.336
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",St. Lucia,9720,Litres,28.645
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Sweden,2956728,Litres,13304.153
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Switzerland,5930749,Litres,1888.734
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Syria,1031,Litres,6.274
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Taiwan,1111184,Litres,8474.657
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Thailand,1390333,Litres,8988.426
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Timor-Leste,33324,Litres,93.816
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Tonga,2778,Litres,25.777
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Trinidad and Tobago,47642,Litres,180.202
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Turkey,28958,Litres,272.922
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Tuvalu,53625,Litres,75.042
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Uganda,21747,Litres,76.289
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Ukraine,19222,Litres,183.476
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",United Arab Emirates,1411061,Litres,7336.723
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",United Kingdom,19643019,Litres,86566.877
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",United States of America,74821207,Litres,276420.36
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",United States Virgin Is,31941,Litres,91.23
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Uruguay,14616,Litres,87.81
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Vanuatu,46923,Litres,217.012
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L",Viet Nam,231931,Litres,1530.455
22042152,"Red table wines from fresh grapes (excl. sparkling wines, rose and fortified wines), in containers not exceeding 2 L","Virgin Islands, British",8730,Litres,33.265
22042153,"Rose table wines from fresh grapes (excl. sparkling wines), in containers not exceeding 2 L",Austria,90,Litres,0.331
